Jr,Lz,Jz
0.009480793678391311,0.7342632329348896,0.011474165617497615
0.004705564637661808,0.6906459571958138,0.00715010043927413
0.018738414332206285,0.8916199614482913,0.004793101654755934
0.06463419369253905,0.4868085160608465,0.007912780501867868
0.02835387245368407,0.5695995294283291,0.005808554276690745
0.0035701606835674194,0.8117290737551572,0.0062907325668211025
0.07174703808498362,0.48401467803481435,0.004862594241658492
0.015671331863173894,0.6335030484260407,0.00612547009384535
0.10379062820598345,0.5692191164298506,0.006748398959234588
0.02180883613040467,0.5948873978019575,0.005958464394117145
0.032285252444582566,0.5820115456980934,0.0056950506176726284
0.0032469819871023945,0.6634983986650878,0.007590932136735739
0.03951534125926933,0.5134225101085227,0.008988944274908078
0.06785447904418349,0.48696125548740354,0.006434820122733344
0.10859852070220896,0.31776209205939376,0.021753265780546534
0.006685833666291538,0.6595483145635407,0.01173867217215623
0.021793930374427936,0.6449378670090685,0.012929314063744724
0.036026454970487204,0.5688856590617597,0.005051885481744409
0.001454498718581025,0.7957350030871462,0.004418617546952438
0.20038142174437837,0.10401343593711951,0.02546150442994494
0.0015833186842870864,0.7500701512962079,0.002763288468609708
0.09543840469612183,0.5214563307677885,0.0038816180194693154
0.05673449100816468,0.502496666336787,0.00359735063402476
0.016126183945104743,0.8054652932475208,0.03313463802558162
0.058238306973140544,0.8343904281977894,0.010889942624504545
0.007074109801025952,0.6753786098340826,0.013506757578260935
0.05385153476334516,0.8228302061176433,0.00504840714892015
0.013705449076800108,0.6370545375135855,0.001011545265765115
0.01772649066951735,0.8722564619824231,0.0014130219438445177
0.0025221039896380993,0.7710965376708822,0.001368831932895458
0.008207303492300998,0.6774832182944609,0.0010229366252857625
0.015179300143119603,0.6975746284548169,0.0019000359725908007
0.006708755935636715,0.7144328154942063,0.001579889963127999
0.023496258899386745,0.8117979162157056,0.0021289656192562253
0.019463787659171523,0.6376381378297733,0.01891683524323741
0.12896203478088386,0.7466190645214278,0.001935170866721016
0.03536021724143098,0.5204342133588354,0.0019490598078804643
0.010803514762980528,0.6172872235563419,0.027138394005587985
0.027226312416294425,0.6812026967724802,0.0016712605694642207
0.04850310686644481,0.5261843126836778,0.0035652070210305848
0.017871537397814483,0.6396138357979088,0.001145744145920601
0.016093505841073656,0.6541142978464256,0.002460650548326225
0.013559500388417214,0.6965186079808421,0.0030769944184338665
0.050507725276794264,0.49979130304233615,0.009416928615946826
0.06349415080715892,0.5163345537469499,0.017181370938681488
0.009432603665205963,0.7249601693604873,0.008243940092249548
0.029374601895741047,0.7815053687051111,0.0009244113639136773
0.0322124266576863,0.9407360953920493,0.0036294564257934813
0.0780607972726742,0.7358188418868779,0.023351983372698743
0.058002636729709386,0.416553499076661,0.027863199885680638
0.003320450886272481,0.7528784870625501,0.0016992288032826224
0.011520117465960935,0.6527393761121512,0.012428860360509454
0.01817532553236138,0.8694264928558292,0.002375245266267521
0.04808847069748247,0.4764142345740406,0.0028000522582075074
0.032378481309040634,0.6289984808787972,0.0040841042559308025
0.03561197205438502,0.5041205194784114,0.005210536690633085
0.007482048725804957,0.8293152407202756,0.0019694143809288966
0.030735277157534525,0.8525127747051978,0.0057393270942124545
0.017510703709016553,0.637795786438443,0.004649410861570339
0.030581205963566224,0.7688131938645506,0.043384260350038915
0.07153799186127609,0.6707477090700411,0.001376510912873592
0.021129871722025347,0.8525566426831767,0.001925344522206083
0.017404059109234114,0.6399220340946191,0.004268228541566554
0.00483152480246763,0.6858366777083992,0.001655244166347679
0.06952289864839542,0.4844916097698578,0.00759311406600706
0.0015216050841193305,0.7685390095867571,0.0032628210753349205
0.04751533863772648,0.5044963904871894,0.0036964598909866183
0.032021863947871265,0.65687910254862,0.00771233414545792
0.011860046824104041,0.5973495224158463,0.005392463697258103
0.006852636837271028,0.6816501881383881,0.002477717603638136
0.0157848534281412,0.767149064042852,0.0032939084207484776
0.0041547800762189065,0.715383730424799,0.009933822401115058
0.0314796025006793,0.9355327456420617,0.0015710726424090864
0.011106463993130753,0.7777899748576333,0.0035783230158308054
0.029977775056622767,0.9253700130190111,0.0022803502148238553
0.00792932154436429,0.6461922240874229,0.0023119607948824967
0.01511522929670825,0.6649027628475563,0.0036694073869879603
0.03048802037739914,0.7470029248641648,0.006039404777473424
0.06577346040747858,0.468115712062204,0.002306147463561636
0.004108936984155643,0.7213034442095422,0.00271066913414366
0.016099242805905124,0.5991477684221769,0.00397515610025105
0.17814513940935925,0.21149415730113952,0.0021560878791390737
0.00843222949511648,0.7450437435294514,0.002422640955810081
0.002218079948010896,0.750409886196465,0.007473780179023928
0.09650347950850711,0.42255405492932907,0.004719295164721433
0.006602207325863588,0.7627472107949421,0.006332983406400163
0.10977663260763612,0.4306775414755432,0.005441131810034742
0.006522771871264318,0.8180483135238719,0.0035808118706733357
0.07815782169600595,0.7193639308823344,0.004459604269448823
0.029390498276143696,0.6412598874984369,0.005552391024861043
0.03744273751073285,0.8771757481633906,0.004082932751279354
0.010179755017065693,0.6406268827322125,0.01119855804717498
0.0039387292405657975,0.7571652237730764,0.0022980984439945
0.01078168726982343,0.6412037041804239,0.0018367252794099056
0.02503416513870629,0.7009262218192647,0.04175010712407366
0.013340603937800196,0.6124969583641976,0.0020006921357854203
0.010292297636959954,0.6477449783680038,0.0026238825442015047
0.005150605304228658,0.6528432510643825,0.0024337957681079252
0.037214988282641144,0.5227015087222571,0.0017357916221313614
0.009175224368003547,0.7330398853458643,0.002347237403866754
0.019252260132301618,0.7383035417213515,0.002372324908690433
0.01141346834479061,0.6449062039988337,0.002897752468214317
0.0006535481236720552,0.7245097571870379,0.0023005089434322916
0.0026799348908650524,0.6803583787916446,0.0027659946204385156
0.032821896945943584,0.6226397613824448,0.0016937783090122784
0.023396055756926236,0.6203693555525541,0.0020501737617842153
0.047177609820314645,0.4480187598492175,0.010291453853590472
0.00873134023625264,0.6697771585336724,0.01612434995143424
0.0087755808843119,0.7023669951174234,0.005343074256272275
0.002019376156928046,0.7454032908030466,0.00785832293762284
0.02525263052008906,0.6720967648817405,0.005430625820912673
0.05394803006078888,0.4535235547294679,0.02646606370541958
0.03784657280904043,0.5586544011555514,0.01211966518962965
0.006579427564633505,0.728361288024523,0.03368389853994548
0.005835997085485542,0.8608618105090606,0.006483122164535823
0.07175689819935861,0.45375932363098276,0.00838964645009669
0.037235942947204184,0.5819810827838211,0.008986186690269455
0.010696032131948063,0.7216296161840521,0.01238549049826282
0.024027630063204106,0.6130981213467686,0.006724677214551267
0.011673092734988212,0.6647193719657148,0.012372793605998593
0.058733681331175895,0.6779535781003456,0.03489469350578183
0.022362142706606275,0.6385885168521984,0.01257104292197143
0.016368328384575144,0.8285172916842273,0.00390727411392982
0.0019969246368344673,0.7931255541172763,0.0003734695708926821
0.01759225250809744,0.6120925107251234,0.0019366132359390812
0.008679704202216726,0.6932287547514678,0.0005395995229493263
0.033818595829601415,0.7000287553093696,0.0005771588562556245
0.06523889889407027,0.5418140790880956,0.0004974068378006418
0.06696228006231984,0.4872101259184855,0.002974934386011118
0.0064719199061511095,0.6627340744200504,0.0005170726957543851
0.03819018029533203,0.5400543950267812,0.0014765183541785936
0.02248331558905979,0.6763361934943615,0.002203491477006936
0.011516682895006675,0.6836666890956292,0.00042592538801877066
0.0023016561851507025,0.7490556282018511,0.001876207373196435
0.012069456297960897,0.7458510698848966,0.00039327696760724045
0.0029330568863770814,0.710053988324974,0.0005347868098931928
0.004290839378361304,0.7216248743502177,0.0003209465467926009
0.014552351723653467,0.7108471469427484,0.0003041413943972772
0.03540345656414789,0.5187449436498949,0.0004923868821022978
0.01076136477695214,0.6526225452313041,0.0015169615095976558
0.03646462644454859,0.5386171366462323,0.000652449931799195
0.004858295299169515,0.7261875411514579,0.0005276034043639887
0.04680662272341664,0.9386576290732954,0.0003737005943429759
0.015981271375242776,0.8699284540929073,0.0011608894545726636
0.03340160688250773,0.5783186978041585,0.0005141249081299842
0.013819861458727501,0.8417459842830034,0.006826965469196699
0.039817127076012135,0.4849359371931237,0.0023822452766033733
0.012260963084082817,0.4984249961096214,0.08249358621568123
0.004394218411994422,0.7821106592074365,0.010930070960589585
0.008908082796078753,0.7755022188679209,0.008801470548922012
0.06297324665781201,0.4702597265090982,0.00836712416880877
0.015372521038048155,0.657359157449367,0.011224161160179507
0.06847246246107103,0.44622458941646453,0.011856033744088378
0.0027691312856585265,0.770917779830498,0.01103138310832992
0.00907147163460353,0.7542864934682946,0.01721224556777502
0.001298985596581645,0.6848904531701605,0.004093990919823366
0.035270930278409884,0.7450311154665639,0.003894279055203094
0.011587765472519737,0.7863856923507004,0.005805433162949213
0.00033156064114759596,0.7281315132994497,0.00383855357036221
0.034267696124088295,0.5610875518026703,0.004483966177926204
0.014404921108533697,0.5972256144223961,0.005465108776191016
0.0075793747839310345,0.630485318848903,0.0036352643738360346
0.011208136946297588,0.6928802754130344,0.006016879499382573
0.010464130845788289,0.7381190317838665,0.002593859292820487
0.011163923721349106,0.7025523364491281,0.003416402497739042
0.036135976456071216,0.5604872875403204,0.002601464965322465
0.006398402967094242,0.7228744134512693,0.016147561015576812
0.0006276392947136706,0.6950262368145077,0.005001992322630949
0.01910972636979364,0.8354847647955634,0.004128392903291382
0.0074460571165583375,0.7607917602704789,0.007957044364584139
0.02181642521032241,0.6101047999076995,0.0027412799925928977
0.029581135674017933,0.6813458746188304,0.004968902103001294
0.025887244452676213,0.816830063510954,0.014050192854465234
0.012340362873138912,0.8432616123471227,0.00315093908072368
0.04255473515508737,0.8205386143667076,0.016428828387377407
0.12419845421392896,0.5198717304019621,0.022255581620726033
0.009656110824293162,0.6334252883542527,0.005098620588676762
0.02091889284663664,0.7366155747126156,0.005996086739435406
0.009885751477092806,0.6930450490488193,0.01459525839892532
0.019776451646343396,0.6405355953678147,0.00344761999070062
0.02304044477997121,0.6237422192750709,0.0031309742495223966
0.011458716069167454,0.6602897199261184,0.014202938737119204
0.00818436730709474,0.6386102090104729,0.027933259522285148
0.03724974667567728,0.7596756293676564,0.004413714596503
0.007977144754039147,0.7048925647299108,0.0048844615603865806
0.028724433738485787,0.5086989487481566,0.004616432856763768
0.0450187263038907,0.46035563280163455,0.005595296722853933
0.08156218738913175,0.38065189335447996,0.010861554502310222
0.001613152279483786,0.7130683140579903,0.005904844359830411
0.011817498524571153,0.7297143027165283,0.0031433351153560625
0.05689536878403666,0.5015067730078292,0.0018785127760929917
0.014940718123150438,0.7698447869334983,0.007656429134233774
0.05200337116844441,0.9097341032159845,0.0052602504048642335
0.03830880783878577,0.6311507978614797,0.004797839936201237
0.011877240400923448,0.6179189229975535,0.007660116372214337
0.0047688666051457045,0.8332798122688276,0.0018134761675911103
0.01915803204336378,0.6061959401827537,0.0072149123344801966
0.008028090707439884,0.7979997509006526,0.0029083060274769754
