x,y,z,u,v,w
1801.5120743061243,-426.5533808184182,177.02596487464203,-15.878653000591859,-50.84820903083264,23.715936202421165
2078.1212613062326,-504.5946402033718,218.0285594955156,-34.13711902037101,-30.350843383686417,-13.08412603001852
2305.7351684115274,-536.1774317357346,222.2923761067415,-108.76135869229853,-91.68487820293895,-47.548749553836835
1921.5613897301428,-122.76891401164403,333.6521143391008,-32.22936336982138,-10.100778254508105,-11.874937029641973
2047.539126726152,-142.03200411035283,358.07456944480134,-2.0713186455251233,-82.82928225348415,-0.5687674481280542
2164.662216277903,-139.98878927042819,380.20423122937615,-87.50785303621277,-35.909488667018834,28.85255711940281
2465.7779313599694,-156.52816589687433,425.21751480955317,4.133927382836408,-41.79551332084873,-17.138681517581524
2104.0680610480213,-481.41878338976454,207.58384657661955,-49.65685879254154,-31.893028592263384,-25.425136054893784
1916.9598079847,-120.21366575652836,332.96112819086943,37.02805149506352,-9.293604910779216,-15.937223976334874
2425.725179073699,-158.54547875822618,416.11713193330405,-42.58216340658719,-7.208009661666546,32.60987194172024
1891.2753902631448,-459.54034437684027,197.4337338334874,-49.26886039969945,34.45009773816924,-16.24404185433983
2365.817725944733,-553.0918086738283,237.5102890572863,1.6003936152926668,12.008418687597594,15.512783150944237
1969.520968555039,-460.3522815399175,195.97104772149794,-38.70598179847957,35.743346729096565,-25.31472694877456
2214.291521550408,-535.4870922258328,234.01661859965495,-26.28913316895625,-37.05721822502977,-20.76598166995933
1887.8185492729663,-386.9905774294981,285.98775534030966,6.588666275874355,-39.63927794285337,-28.10618127299046
2313.775244860457,-473.1301271317067,347.9231260217717,43.59344772506046,3.5721263060000665,16.815125776190296
1914.4651631380111,-388.7836839774024,283.4552461627916,-12.284216742966379,-96.91348534151294,-6.304324728931933
1974.0210719418428,-403.30547856261853,292.4761733963427,-5.352736498041759,-21.156733656228287,-15.513654696912742
2320.910269237229,-482.38282642072016,351.24313382209084,-51.04121763659561,-49.92100751190871,-16.829725691226454
1874.5643236210562,-384.40227320712825,276.8031498153625,-35.74435551775678,-173.01147254737646,-5.488792819462749
1883.733863335714,-390.47260845534015,275.63818790349825,-61.75444497949303,-21.05529530889479,-13.14507254438717
2422.745289439925,-502.5826078053795,361.0449990048511,-29.605975331359538,2.9328840917276264,-40.85768973263422
2094.162416814199,-443.3273848238672,322.9600347459629,57.83909656686499,-101.11455851720592,12.243928728627923
2214.190411907348,-448.46180837271993,322.32972507989194,3.9765953570721284,0.9962819967194108,22.794893736404536
2108.214637542069,-432.5993002459752,306.7047337680648,-122.80209981407279,-111.7770156874896,-31.550378200424966
1905.8512123527853,-396.668346424802,287.53872687931084,0.22669295607947715,4.780037589621536,-26.917827951607098
2503.8686019898905,-522.4995311062344,380.00546871856216,84.12323103318724,7.216866590833985,-18.02087871686793
1766.2271854569235,-362.5978364099486,260.7368329020935,-70.57384913937791,-54.62280626391448,26.127449246640992
1838.2833044387116,-380.9761515348147,272.62928699867064,37.17922978598408,21.334345709092922,14.310274386559197
2393.82438422427,-518.0553517718762,368.8457849640795,-68.32245956814006,-36.38466288796905,-51.34970571033561
2493.294657554982,-379.43241877643953,256.6342976576254,-40.1234157197623,7.790081090733749,-11.039857085519527
2108.424264828983,-321.4272774628991,222.2136427881595,-16.812694939717037,-40.984400430147964,-16.24936662399278
2299.6759372735414,-360.5501086134251,245.51750561068562,-86.18296119684298,-20.52842518683786,93.54284926357866
2256.2246885335953,-351.0110274814309,239.73540480243688,-33.54818817210499,-45.907451858096586,-0.3598998135997881
2484.5554539919276,-385.2876469459138,258.99563924226527,-65.21411472755116,-29.296716639618808,-17.566975249416085
2483.2735783204844,-386.86331246072604,257.95956145126166,-2.124003455936908,-23.303956979469543,0.40141057989266726
2190.3898529165017,-339.38857731420967,228.1629768011206,-19.885767835892434,-74.38578623080075,-11.615934474455841
2073.9914874195038,-327.78926333300154,220.09794528486307,16.934913164831197,-12.958612888769036,-24.356919268153344
2430.9399007444836,-376.6615351360759,250.94443896903275,31.301123450831085,3.9840125800781596,-18.49312490052394
2147.9392492679253,-332.7644749454016,225.26625977534647,0.7081419039006321,-37.595767945808994,-28.230433761907435
2224.7293383688193,-339.7832516930709,227.35429692088982,-14.63478458989357,-11.632596136164423,-21.669911756779495
2262.837109990596,-349.4698933782358,234.33217906033505,-29.60887758046284,-24.62448058385332,10.815956690811285
2041.0318107423545,-310.37620016213987,211.08485496300088,39.85311770055852,-45.6700540267974,-17.929987378560334
2434.225009863946,-371.6485326750341,247.4610125389283,35.06932202062856,-32.9597714235612,-9.977520045006356
2524.2480402442543,-383.4963009315502,262.28293973727375,9.329940404663866,-86.77789845238523,41.01143995627184
2084.0491125625085,-771.0628605701714,555.209741477384,-11.067898568985928,-32.941127738651375,-55.61703462412629
1676.337222018854,-630.8899346956805,443.3055149821094,-38.020786196361776,-39.40712224321253,-18.991160256808364
2119.5697168121796,-801.9805653106147,564.4359969598734,-21.797726027373926,-10.537718292193446,-5.767164354043403
1712.614174249442,-644.3398855229441,455.5730174790574,-78.39382074148077,-50.95661535201425,5.737767872366701
2084.74370326442,-764.1100669848481,549.6238507113845,-29.42463078966928,-99.65845157654081,-72.05702814009003
1804.3449131207826,-671.2832338321188,493.7583797160697,-5.419224842668066,-72.87778794515057,30.335839668477316
1756.8389364355262,-649.5515314514342,469.82292171673157,4.33565629726841,-25.232168269548612,68.46683508524073
1675.329199961131,-638.6025948608052,450.26054628200274,-51.75937986389456,3.2675060604907538,13.147938749625114
1840.0957139240063,-681.1010626146834,483.3324643736256,-22.12484836970888,-103.79203703194949,-34.365313284029604
2174.4968164628326,-790.7582735564063,568.7082657529492,-96.33122448236668,-67.94025039873694,-20.7668663238045
1790.7328202339068,-666.4962741172228,489.68661559748983,2.441428683129296,-26.208781073366737,-49.94411092306268
1974.8768317539298,-720.5973667237834,526.5269082510141,-63.998620521190055,-59.427452633977296,-0.04732152722714019
1990.4266724406225,-725.9766485714396,530.5326407704898,-61.2770977079933,-43.563946878642774,32.0418422736162
1803.343852421227,-678.9736673718068,492.06265214539974,70.11884863862508,-30.71369010295789,64.85702115448021
2098.0707029531177,-791.0874192619675,563.8131590005829,-84.4552083740904,-51.5735632211185,31.687620560125357
2390.9241824340224,-477.9638961545641,110.7024268731306,-43.455299365081096,24.97683427359749,-42.262454642349695
2113.9020139574513,-418.70935685893323,92.74684434236451,-19.580187067708007,4.318629774997024,-6.976125494039198
2225.6183788155986,-434.66489620272006,92.23825653325444,-55.791985117807926,-49.040093550329935,-30.58382213099678
1790.2010222103972,-349.02916392158085,73.28049932973629,-15.39396087191935,-36.00046614466046,-17.49672608813053
1929.2553291224513,-379.94767538350436,83.78678257618476,-98.4061634533352,-34.75031934138858,-16.373243257133538
2278.6634229196516,-446.2653628591038,100.14542095731345,68.20315840271383,-59.37553080289654,-13.802058967144838
1920.5976860685896,-382.0475986057084,86.27117273065208,-68.3797970600094,-94.78096320829677,22.344341688182965
2199.398986533228,-438.8986796206545,96.57695087604128,-15.143330802727371,-31.451366885217748,-0.7904512702543139
2122.156622866195,-407.9286698534101,89.37861073410456,-52.64509049693807,-73.4049399297707,12.928945540649435
1798.2241869076734,-359.2600926379044,83.2712991542943,-71.37031462086117,-43.792226194688375,-31.749718399183195
1859.1221593704868,-367.0026650783359,74.66954094792274,0.8874388913356385,-35.57767935457283,-15.355152593604553
1874.7200579224336,-369.818334707286,79.66431039103175,-8.00275879518214,-16.82134972164416,-30.67941905101588
2172.039968278671,-426.7824191780542,90.06919486538557,-74.69050022253643,-11.645770501913505,-3.095443362769423
2529.5102249717893,-501.1926217446506,111.12338169169227,-55.724969567107,-7.874011646507246,-8.138768520714773
1821.1818188447469,-357.8565618783968,72.03212740240869,-16.482136544256562,-26.994283464899507,-1.954201580312105
1948.5072368319188,-376.5407812561656,76.16906747728089,22.330400310304626,-23.4118590499345,-3.8947294278562117
2298.355789654077,-457.59181332741406,99.4524230152511,-27.21909474522493,-73.40077564313599,-12.611878885339186
2480.622565559199,-496.7340563682403,113.30048588994366,-70.53949629043971,-29.46731224228269,12.51730365020067
2183.1439485375267,-435.34499742988544,98.57723490250852,4.755597624827457,-68.07569922719868,1.8226740372691113
2296.1115256864505,-458.1283111647118,101.38723117765711,-59.351787257986544,-12.030521411638254,-1.1800511392463364
2123.153368045497,-423.26362655213336,91.4430931860104,-13.860263596253462,48.68230046218185,-6.974335901034191
2095.117599539797,-416.4508435200511,96.71082200235168,-20.151546909852943,26.4186207437338,-24.115651778037847
2296.360662381754,-457.60829927440926,106.20668857303465,31.502288731395925,-50.358103635511874,-3.90619041414577
2166.1181095537977,-430.53823798083386,89.95243139438787,-42.18811282261842,19.407988177683723,-53.39230329978779
2462.3711449598813,-475.37179333188516,98.79255757179634,-7.054112358106165,-77.76855131382008,-34.22831127039929
2460.3638222204827,122.34673744528008,793.1067696134925,-17.408057247165125,-73.666948868305,-120.70158928502877
1950.9260862954943,107.38877420164889,644.0882726894218,-30.978544344949558,-4.25440485799572,13.320099377841215
1740.7719889999034,75.46345963286699,572.5224980885557,-46.04158146094562,-13.697595829433398,13.166633391930382
1886.9945744018587,92.50872649861509,619.571078381604,-15.7871423280096,-96.73310014760213,-8.951368707015634
1993.6740785884176,94.84892781958196,646.4761029100625,28.852052486020664,-40.18279753624681,-31.385459338367088
2226.1633882766637,125.99113116867719,724.2700689614018,-62.93771295502067,-95.03625049450385,8.495750021441097
2045.037311601115,108.10298304569316,657.8234390362385,-25.05866422746405,-4.062640817317447,9.991372992174945
2304.501975762767,-321.3490882514402,320.5235629381953,-59.95661072320496,-1.8820607358681898,-68.95857932217339
2428.016282659358,-341.7080149894182,343.08601020894747,-11.864412270029018,-15.911210751131325,4.785359554702439
2211.7115309211986,-361.13330838317177,319.2228542208699,54.725354348799776,-1.556928594802798,5.4380255948569065
2013.899020480786,-285.71012848065243,280.5831246101901,19.368352643699918,0.450524087853458,-41.07500777390427
2400.554160188871,-332.2332026448994,330.15065046373775,-28.5040793613535,-4.366190434001221,5.132188904068662
2424.6301413659094,-328.06571496124616,339.4073725381772,38.69589469887881,-52.16038735409856,-28.071291994676745
2315.7601835204478,-319.53208573717455,325.54848705517026,-38.65017208948891,-48.8442849965272,-33.30218621920267
2464.6782069091623,-348.82099175319865,340.0601481126589,-45.848983210118654,-33.924461944244065,-1.0133778157349573
1891.6378238292682,-263.3159891553909,261.2270893472148,-52.426294116129434,-34.35224001969818,27.849288681563404
1870.088021106606,-312.53396807499706,271.24602232138045,-62.814268413976194,-22.924442569346883,-17.095212388143857
1824.1158699319458,-304.1662936343474,264.42612254854646,-53.95767893987418,-34.115626215381866,-26.413136277044465
1978.5996070336732,-325.02069085343135,287.4814819390123,7.770315156837578,-67.37192072032123,-0.6496556290113763
2245.6271994689378,-205.0058534577153,354.82129272477385,-55.58764214104674,-12.695904438516592,-64.38858982355195
2373.708892936018,-225.90007191276842,385.377401599638,-27.61306839846354,-15.443630506491509,-21.23851296833843
2256.1479026127727,-213.4441301235831,366.4437829366556,10.146082415531652,24.603218351682727,-14.77992910277641
2235.7399745827706,-203.11136872896728,350.0922441222338,15.417043045504501,1.0335542709837289,27.35977659383294
1933.0281650910556,-184.65364759804524,305.58936241029255,-28.42954136018238,-55.75161082784129,-2.24953766243552
2535.1638900794715,-237.47076386443734,397.3370814916361,-96.54359721281968,-16.469986922904916,5.416081024813103
2338.3002736362823,-224.7322175960157,364.17443394071444,-64.73571265525882,19.594097942341868,-59.7886137928708
2083.6295546885403,-198.52191745340366,323.81367136084793,2.6671004654163992,19.116875624417208,-7.914711906408534
2499.753164951224,-238.29820876371468,394.6577125969307,26.434493814907984,31.996039537927583,-69.22445486774734
2128.146335308995,-345.9031352530622,403.0243584865828,-156.82948906362,-84.95751862277159,65.6752275995239
2198.268714060994,-375.8178184362924,416.39767872130386,-28.686755443803513,-41.181572895125754,3.3620561199746115
1967.1276779414684,-336.0596235410179,378.26761439279534,-84.8934347725333,-21.418123519005636,-28.830120591818464
2361.008403079877,-382.57581232832086,437.2405146497636,-71.92925858366513,-20.019663524492753,-55.58019560116743
2058.711663796672,-196.22859949105285,321.99027801255755,25.627663857635604,-41.24749638922924,2.663200733267674
1841.200581791798,-175.98323259752215,291.80695648250065,8.102263759801664,-53.42031404160483,-22.646348744883586
1896.335793860444,-182.0201026591553,298.65982893770723,-40.45041375097522,-42.68659632649141,48.506580788646815
2192.055766201898,-211.16616748026428,355.9439682192095,-51.045489906982525,-40.14523022373682,-83.02692332136645
1873.313002134223,-181.01192353820738,294.95241741525564,-96.89070450094027,-16.51037592945964,19.376612662510876
2497.259885288785,-240.69691734707325,405.1889975788603,-60.27188668085451,-8.88713360828509,-3.6874622788133586
2544.952305993398,-234.02660151497065,395.00358710313,-6.2198347635838775,-67.8692350856424,-3.7421576079273637
2491.0383476649768,-241.60188744862037,396.18344711659444,-33.82432994834659,-86.12827810577242,11.975204129053282
2199.1519556384574,-357.3314232009331,408.09953782566413,-21.906479602981733,-117.39866732198914,-48.341026988167734
2134.319603618468,-521.5527566473755,210.59089897171344,-16.953466400790436,-18.772196585590365,29.61526578960523
1765.5082534923613,-284.2229126994056,338.43137470203544,-60.11587646874353,-28.44261973462099,-7.333550022830589
1856.9961791820515,-451.6389164495708,180.96445702412433,-35.293411957699405,-90.3270648730463,-23.08108898919614
2194.16618996744,-352.67081414402537,352.56825866532995,21.406431374037464,3.1437416568450014,-44.269631435457036
2367.051965741449,-230.51234803666947,381.03165327533316,-32.00340232718292,51.20501696948797,-23.24056179475245
1996.0664643524597,-194.84314249071164,320.54865084700475,53.44087100223731,-45.10171688090513,-33.701151374667354
2398.876182405089,-584.8861662121769,303.68789814083607,-63.36610914241685,-43.51660349421386,-44.61299802923295
1784.3350118868402,-432.26946238441127,180.01771990515732,-5.018522251911985,4.15345646507503,7.616984509498957
2511.404476118216,-408.6528050124455,403.84623965127855,-75.56816146112698,-42.605639057913926,23.02092034036959
1873.5535517474436,-452.03624861404575,236.45132173481207,-63.39341744361669,-6.819941640561444,12.906941294092427
2114.3394394547704,-512.7567803965226,200.2904840255552,-51.71773020843897,-27.408617674089815,-0.0868370449035254
2348.5252843316957,-566.1398891996755,231.74286168196062,-110.08485018923074,-79.79812558390545,-1.6062318402415496
1904.6718103125258,-319.9592564529122,359.87661181743596,-46.08499323263092,11.980032079380901,-12.234341459424213
1995.901280246142,-344.2758153944388,382.95216572300376,-59.382879880765394,-51.87713733764513,-30.988662966821657
1928.2620396900147,-328.6041526386607,371.1500769081028,-0.24545377579013178,-23.687938725101198,-21.308138724963687
2330.0826225356714,-387.4818797321349,445.59192603603594,3.184012798021298,57.81058510725225,-22.184941485767375
2170.253481848,-356.5077794413584,411.8676638779764,-75.29543926395253,-25.476368420071125,-40.46188563616984
2366.1778103551314,-380.65519797221947,378.84638310678673,-85.70223928999508,-24.282287434764953,13.132727115348327
2499.9429455652935,-405.3482320075743,469.14625092604257,29.41629301723564,-28.07206699317029,2.2551351907371586
2246.7988549039183,-373.92318364830203,423.8653480520693,28.924488769506638,-9.980915891867618,-11.428275354133838
1867.085850873118,-307.4929727717061,350.22658325611854,-47.30244892690322,-56.07973946561627,-0.7345588130417458
1975.1608499936165,-483.5694234037634,247.18289396404418,-90.75335011374949,-29.03996976726105,-32.381487963612784
2211.87459899681,-372.27189481279567,411.17700308403323,-39.14547786642106,-13.422718163174839,-6.46829373157508
2165.3554081468137,-372.17712180852607,410.4342174159509,-26.362223103907592,-7.2371357609979725,-31.363252126958493
2069.861819963382,-342.9348477494581,385.6896769371074,-78.7122369724092,-38.94508752782603,27.403176168657346
2082.0625266587267,-345.73916739293014,390.85549947943787,-43.851149431745675,-64.50253830139343,-22.143114595479688
1975.3554491304621,-330.7804945784851,380.10406310495944,-72.15996507624153,-10.04130691354325,-28.973017921568047
2402.3137856350304,-391.0223689691556,459.2076252556186,-54.542280292445106,-23.342298405795443,-28.871521893547943
2225.719200053629,-361.73564368469596,361.07421415549607,-86.97056282963271,-69.15060880913559,32.82244848747274
2451.3544960232302,-401.6079092723295,468.8123071981866,47.902830581423466,-20.673849124505292,-33.29139297114238
1769.0921716283092,-420.20226862947413,168.84584968358297,-2.7382275690710487,-11.930553967691464,1.422982088495208
2003.5958104324545,-481.0738065668686,204.87362165505013,41.80927493075705,21.04728777967155,0.7226527868728547
1856.6476699914965,-440.958919839137,184.11305510715167,-98.5954000085771,2.5976020573437975,-30.15474687546891
2012.011189948109,-478.4687957801449,203.90234108321445,-46.15978567453634,-27.060037123217747,-35.34372544349719
2065.632491569979,-482.4530551994193,430.1607140052428,-97.41581549189856,-21.052578122168235,-45.369373732493095
2360.3836986064125,-551.9463541784537,479.6753743632289,-65.66754807534146,25.74576503726106,-20.551336096885255
2099.9801059905967,-490.5475987900807,427.0316113340307,12.263072417847983,-81.5771789831601,17.221084382471776
1940.8534443706722,-442.45084204801,400.1187820771799,8.376172947790264,-71.73641437783415,-33.82364340181439
2380.078079784176,-574.4435358087421,494.3164369983724,9.918239373340253,-81.92988413378345,-0.5036866592745837
1742.568267084369,-418.7806556229033,362.51644832795984,-80.18669323851,-42.45559231485928,38.46070760781059
2362.096385860592,-550.4545662720546,490.3886312275136,-34.37641865909642,-58.461073375166926,11.61338195581903
1929.630707619317,-461.6927756813731,401.1495304155972,-41.85657897296828,-20.473545650810983,-55.1743527555441
1848.9441397856617,-445.7805988911007,388.62990899971174,-32.27171482600791,-102.62634794658092,-3.352737944187174
2136.4847299691983,-371.4788505966496,252.6021434357615,-17.022697486229468,-61.312125202910515,-13.807567722531509
2069.0665186652823,-363.4052725248605,241.87849414640664,-57.20576975536431,-44.33206653398058,-15.271652812882543
2046.662392379878,-356.8390223236494,241.59851236858717,-14.645147947666318,-40.33337820725402,-51.8380095188725
2015.904533129422,-373.17337071762205,241.29036302437333,-106.56555709570618,-8.947797126310055,12.645998118162252
1827.1663671501974,-320.06040781369063,216.20016112698426,-14.872605063730996,-78.96740369934213,0.3742727145231568
2354.3731531470057,-416.17099835247546,272.9655334156863,21.550060901317963,-56.96966743340848,17.832335138479287
2416.6620823228022,-456.5477247621664,290.1287355841028,-25.921733846589092,-56.48567621006084,-79.79080375677825
1925.0938924099364,-336.84555342697655,226.71277375084392,35.39013735163216,-59.68943815882347,-41.38818571321749
2255.630718082395,-396.94232736654186,259.00736793913933,-69.19457951972464,-11.522696489699257,-0.7633895694890086
1965.0152764337317,-366.2387894214813,237.47550453859344,24.200968392453866,-4.196022704471366,45.579615117432965
1846.7387127222119,-346.89312695048517,221.09447131150947,50.49177191356027,40.086483257669954,-39.779441193310795
2111.8989307387756,-385.0535465013417,254.66206154991778,4.260468968572553,35.03202871308788,-4.495612751741346
2219.4742606420978,-389.9582990469448,258.64107102731754,-98.97703998323992,-79.97706273385043,10.764888908888654
1904.94736261041,-357.05294920560715,234.62913795008637,-28.99267305698659,-71.64745418581812,7.389376194927953
2412.1898667582336,-452.7430263339661,290.3646589978559,-30.531937008502812,-35.340260709922134,-13.642594397751195
2356.4992967171747,-378.1136338873502,178.22247312610972,-85.82662765025822,-47.25164392647252,-35.20927932186017
2450.843929563176,-404.5529174542642,190.50093867674573,-106.43825707449052,-38.51244882353007,-32.91175778443152
1835.0032219846853,-298.09636234656756,139.24960267664486,-28.07791413144588,-46.834654749472456,-31.05015676277914
2554.010975280924,-409.6921986991057,191.80073905342047,-38.418720447162634,-38.030967891293045,-36.00653066390645
2034.337159535753,-318.03445858284425,143.1963503011593,-14.394828148327903,-47.38375971155338,-6.908709298314277
2292.023569517977,-374.470789404044,177.95578900685456,3.811080951325184,2.6529870701167364,-4.4551867227881035
2489.827343323639,-401.46394461016683,190.9005242910857,-24.80835425863807,-69.51751130365597,-24.565551569827317
2093.3237028805406,-331.27118824683,154.9508709824171,-65.09828726044142,-68.09952311863768,-3.305555740174979
1870.9134032072652,-294.0182771922653,133.73809609458806,-26.87878926937874,-24.359437950100887,-5.635075393077541
2242.260132922036,-359.5801797067621,170.91058604019597,-6.1852218094666505,-53.92099716071599,-25.963277608754847
2345.748809318191,-374.8993786160876,174.08432137667702,0.7997413932386366,-68.88322237690471,54.47190328030352
2175.2708255332873,-357.2012222322123,165.633681581947,-57.036729425350444,6.795809180453886,-30.58397404108069
2109.45960312469,-334.50108678687343,160.14816786322683,-82.29967426906924,1.1296054448613988,19.581467283998617
2231.2950255059677,-360.65957608692116,166.94502720741127,-77.01949598796308,-114.23884075848107,67.89419149972032
1811.892501303846,-386.5884407646863,422.90224312153515,-39.37843377089798,-33.750334659666564,-2.511270678728961
2492.703074366431,-480.1832428916922,257.9761242498583,-41.75746109963799,-1.4100728833722902,-18.949780965355767
2323.9819915962444,-416.207248688564,231.41705599236852,2.8609677997337193,-76.43696636828439,-12.832206966213963
2291.968816617955,-293.5013486762596,218.11916857984377,-52.1364232447905,-5.3002240371103735,7.815618386019641
2483.5626573651516,-455.10367851556435,253.89076763786326,-78.36810750573449,-75.56751270332501,1.92778685654604
2235.91693307306,-424.885201886606,235.73553793177507,-9.20711357377849,35.99867475648857,-0.909760672219011
2315.221454353419,-425.5791233736959,236.1503704413317,-44.48518443078806,-114.39388689127854,29.849122510699132
1961.5272317817999,-376.6977202211109,206.58789098244586,-51.69154246711079,-72.60231684191983,-12.054864816484853
2184.443248616768,-418.9265864563679,227.33709231101017,-7.039624075693158,-29.501834283160377,14.627542439644756
